        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 File                | PEI module            | 00E25178 | 00002202 | B54B1169 | --- 838DCF34-907B-4D55-9A4B-A0EF7167B5F4 | NvramPei
 Section             | PEI dependency        | 00E25190 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E251A8 | 000021AC | 294775D5 | ---- TE image section
 Section             | UI                    | 00E27354 | 00000016 | A66EA26C | ---- UI section
 Section             | Version               | 00E2736C | 0000000E | 4C4F5494 | ---- Version section
 File                | Freeform              | 00E27380 | 0000011C | 5F281D91 | --- 0DCA793A-EA96-42D8-BD7B-DC7F684E38C1
 Section             | Freeform subtype GUID | 00E27398 | 00000104 | D13AEED0 | ---- 88A15A4F-977D-4682-B17C-DA1F316C1F32
 File                | PEI module            | 00E274A0 | 00003FDE | 687ECB98 | --- F7FDE4A6-294C-493C-B50F-9734553BB757 | CapsuleX64
 Section             | PEI dependency        | 00E274B8 | 00000006 | 367210DA | ---- PEI dependency section
 Section             | TE image              | 00E274C0 | 00003F94 | A53CD10F | ---- TE image section
 Section             | UI                    | 00E2B454 | 0000001A | 06E0C84D | ---- UI section
 Section             | Version               | 00E2B470 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E2B480 | 00000A42 | CFD87DDF | --- 9029F23E-E1EE-40D1-9382-36DD61A63EAA | IT8613PeiInit
 Section             | PEI dependency        | 00E2B498 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00E2B4B0 | 000009E4 | 6864B352 | ---- TE image section
 Section             | UI                    | 00E2BE94 | 00000020 | ABC30865 | ---- UI section
 Section             | Version               | 00E2BEB4 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00E2BEC8 | 0007B502 | AD7D0D15 | --- A8499E65-A6F6-48B0-96DB-45C266030D83 | SiInitPreMem
 Section             | PEI dependency        | 00E2BEE0 | 00000028 | 6F57C50E | ---- PEI dependency section
 Section             | TE image              | 00E2BF08 | 0007B494 | F348D4B3 | ---- TE image section
 Section             | UI                    | 00EA739C | 0000001E | 3A8789B5 | ---- UI section
 Section             | Version               | 00EA73BC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EA73D0 | 000002FA | 7CA2641B | --- A8F14FA9-FC88-45F4-A622-F06E6C56E632 | FirmwareBootMediaInfoPei
 Section             | PEI dependency        | 00EA73E8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EA7400 | 00000284 | DBC148E8 | ---- TE image section
 Section             | UI                    | 00EA7684 | 00000036 | 68B7D9DE | ---- UI section
 Section             | Version               | 00EA76BC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EA76D0 | 0000072E | 087B88B9 | --- A20F7425-BC87-47D1-945C-637603323584 | PlatformConfigTool
 Section             | PEI dependency        | 00EA76E8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EA7700 | 000006C4 | ACE46B55 | ---- TE image section
 Section             | UI                    | 00EA7DC4 | 0000002A | 377E5AE2 | ---- UI section
 Section             | Version               | 00EA7DF0 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EA7E00 | 000002CA | 31DC8D7F | --- C7D4BBCF-EB0A-4C91-BD8B-FCA99F28B011 | AmiTxtPei
 Section             | PEI dependency        | 00EA7E18 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00EA7E40 | 00000264 | 56776B1E | ---- TE image section
 Section             | UI                    | 00EA80A4 | 00000018 | C0D74010 | ---- UI section
 Section             | Version               | 00EA80BC | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EA80D0 | 0000A83E | 58D76351 | --- EEEE611D-F78F-4FB9-B868-55907F169280 | PlatformInitPreMem
 Section             | PEI dependency        | 00EA80E8 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00EA8110 | 0000A7C4 | EF8EA8EB | ---- TE image section
 Section             | UI                    | 00EB28D4 | 0000002A | F1DD768B | ---- UI section
 Section             | Version               | 00EB2900 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EB2910 | 0000D582 | 24C27382 | --- 56BBC314-B442-4D5A-BA5C-D842DAFDBB24 | PlatformInitAdvancedPreMem
 Section             | PEI dependency        | 00EB2928 | 0000003A | 575278B4 | ---- PEI dependency section
 Section             | TE image              | 00EB2964 | 0000D4E4 | 88CC3C71 | ---- TE image section
 Section             | UI                    | 00EBFE48 | 0000003A | AE8B8410 | ---- UI section
 Section             | Version               | 00EBFE84 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EBFE98 | 000003A6 | E1C1F285 | --- 75862FE4-4FC6-4188-804B-29DC7733178B | StallServicePei
 Section             | PEI dependency        | 00EBFEB0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EBFEC8 | 00000344 | C76904F6 | ---- TE image section
 Section             | UI                    | 00EC020C | 00000024 | B4C9DD79 | ---- UI section
 Section             | Version               | 00EC0230 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EC0240 | 00001E26 | 6417A7F4 | --- 654FE61A-2EDA-4749-A76A-56ED7ADE1CBE | CmosPei
 Section             | PEI dependency        | 00EC0258 | 00000028 | BB3EB8AA | ---- PEI dependency section
 Section             | TE image              | 00EC0280 | 00001DC4 | 61CC509A | ---- TE image section
 Section             | UI                    | 00EC2044 | 00000014 | 72190B3E | ---- UI section
 Section             | Version               | 00EC2058 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EC2068 | 0000150E | 91766F1B | --- E03E6451-297A-4FE9-B1F7-639B70327C52 | EnhancePeiVariable
 Section             | PEI dependency        | 00EC2080 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EC2098 | 000014A4 | C61CC6A5 | ---- TE image section
 Section             | UI                    | 00EC353C | 0000002A | D0789F70 | ---- UI section
 Section             | Version               | 00EC3568 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EC3578 | 000008FA | D0768C0E | --- AE265864-CF5D-41A8-913D-71C155E76442 | CpuIoPei
 Section             | PEI dependency        | 00EC3590 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EC35A8 | 000008A4 | A3F08357 | ---- TE image section
 Section             | UI                    | 00EC3E4C | 00000016 | 7951D398 | ---- UI section
 Section             | Version               | 00EC3E64 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EC3E78 | 000008FE | 36AA9331 | --- 4F1F379F-2A62-48BB-AC34-D3F135C6E2B7 | PcatSingleSegmentPciCfg2Pei
 Section             | PEI dependency        | 00EC3E90 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00EC3EA8 | 00000884 | C50A2E8B | ---- TE image section
 Section             | UI                    | 00EC472C | 0000003C | EB97D82A | ---- UI section
 Section             | Version               | 00EC4768 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00EC4778 | 00003DFA | 5BDC6DCE | --- 86D70125-BAA3-4296-A62F-602BEBBB9081 | DxeIpl
 Section             | PEI dependency        | 00EC4790 | 0000003A | FB187EEB | ---- PEI dependency section
 Section             | TE image              | 00EC47CC | 00003D84 | C4EA0A33 | ---- TE image section
 Section             | UI                    | 00EC8550 | 00000012 | 3A14057A | ---- UI section
 Section             | Version               | 00EC8564 | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00EC8578 | 0000005A | 3298DA97 | --- 4EA785A4-6BFF-45A2-9D42-BB28C953DDEC | GpioPreMem
 Section             | Raw                   | 00EC8590 | 00000028 | 1B51F616 | ---- Raw section
 Section             | UI                    | 00EC85B8 | 0000001A | ECEF4FE4 | ---- UI section
 File                | Freeform              | 00EC85D8 | 000001F4 | E95081D2 | --- E8633F36-4B3F-4635-84E5-8ED68BAB5B78 | GpioPostMem
 Section             | Raw                   | 00EC85F0 | 000001C0 | D6CC0CA9 | ---- Raw section
 Section             | UI                    | 00EC87B0 | 0000001C | 3113E33E | ---- UI section
 Free space          |                       | 00EC87D0 | 00037830 | 0F0D8385 | --- Volume free space
 Volume              | FFSv2                 | 00F00000 | 000C0000 | EF11990F | -- AFDD39F1-19D7-4501-A730-CE5A27E1154B
 File                | Freeform              | 00F00078 | 000008EC | E2812C0F | --- 4B14BD9E-1112-4DA0-BBF3-6B34CE39E772
 Section             | Raw                   | 00F00090 | 000008D4 | 6B7FF1D8 | ---- Raw section
 File                | Raw                   | 00F00968 | 00000198 | B1DD749E | --- B52282EE-9B66-44B9-B1CF-7E5040F787C1
 File                | Pad                   | 00F00B00 | 000004E8 | FF442D02 | --- Padding file
 File                | Raw                   | 00F00FE8 | 00036428 | 9156664D | --- 17088572-377F-44EF-8F4E-B09FFF46A070
 Intel microcode     |                       | 00F01000 | 0001B800 | 2A595493 | ---- Intel microcode
 Intel microcode     |                       | 00F1C800 | 00018C00 | 4DC7498F | ---- Intel microcode
 Padding             | Non-empty             | 00F35400 | 00002010 | 2B4B64C2 | ---- Padding
 File                | Pad                   | 00F37410 | 00000058 | 247A233E | --- Padding file
 File                | Raw                   | 00F37468 | 00000500 | FB5014EE | --- C30FFF4A-10C6-4C0F-A454-FD319BAF6CE6
 File                | Raw                   | 00F37968 | 00000418 | 2D4DA156 | --- 7C9A98F8-2B2B-4027-8F16-F7D277D58025
 File                | Pad                   | 00F37D80 | 00048268 | 6DCDC1F5 | --- Padding file
 File                | Raw                   | 00F7FFE8 | 00040018 | 00178E7F | --- 6520F532-2A27-4195-B331-C0854683E0BA
 Volume              | FFSv2                 | 00FC0000 | 00040000 | CF5A74A9 | -- 289EFB98-9F4C-47F5-9AC4-35A4D847B0A9
 File                | Freeform              | 00FC0078 | 0000003C | 80D3E430 | --- 1B45CC0A-156A-428A-AF62-49864DA0E6E6 | PEI apriori file
 Section             | Raw                   | 00FC0090 | 00000024 | B5B39B49 | ---- Raw section
 File                | PEI module            | 00FC00B8 | 000007C6 | 409C9BFB | --- 6141E486-7543-4F1A-A579-FF532ED78E75 | ResetSystemPei
 Section             | PEI dependency        | 00FC00D0 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FC00E8 | 00000764 | 9C8A3630 | ---- TE image section
 Section             | UI                    | 00FC084C | 00000022 | D1BD9C20 | ---- UI section
 Section             | Version               | 00FC0870 | 0000000E | 80E5540A | ---- Version section
 File                | PEI core              | 00FC0880 | 00005FDE | 0EF2F853 | --- 52C05B14-0B98-496C-BC3B-04B50211D680 | PeiCore
 Section             | TE image              | 00FC0898 | 00005FA4 | F8F20AF4 | ---- TE image section
 Section             | UI                    | 00FC683C | 00000014 | 018974F6 | ---- UI section
 Section             | Version               | 00FC6850 | 0000000E | 80E5540A | ---- Version section
 File                | PEI module            | 00FC6860 | 000047F6 | A5C408E0 | --- 9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50 | PcdPeim
 Section             | Raw                   | 00FC6878 | 00002F80 | 6200F6C8 | ---- Raw section
 Section             | PEI dependency        | 00FC97F8 | 00000016 | 99E93E7C | ---- PEI dependency section
 Section             | TE image              | 00FC9810 | 00001824 | AED90190 | ---- TE image section
 Section             | UI                    | 00FCB034 | 00000014 | 9618C23A | ---- UI section
 Section             | Version               | 00FCB048 | 0000000E | 468A5D8D | ---- Version section
 File                | PEI module            | 00FCB058 | 00001EBA | 7CFE2E9C | --- 7EB7126D-C45E-4BD0-9357-7F507C5C9CF9 | RomLayoutPei
 Section             | PEI dependency        | 00FCB070 | 00000028 | 2A53684B | ---- PEI dependency section
 Section             | TE image              | 00FCB098 | 00001E4C | 2BB23D22 | ---- TE image section
 Section             | UI                    | 00FCCEE4 | 0000001E | 5EDAF6D5 | ---- UI section
 Section             | Version               | 00FCCF04 | 0000000E | 80E5540A | ---- Version section
 File                | Freeform              | 00FCCF18 | 000001A4 | 03016ED0 | --- C91C3C17-FC74-46E5-BDBE-6F486A5A9F3C
 Section             | Freeform subtype GUID | 00FCCF30 | 0000018C | BCF88F14 | ---- 00781CA1-5DE3-405F-ABB8-379C3C076984
 File                | Freeform              | 00FCD0C0 | 0000006C | 8802E3D8 | --- CBC91F44-A4BC-4A5B-8696-703451D0B053 | AMI v2 protected ranges hash file
 Section             | Raw                   | 00FCD0D8 | 00000054 | 5F9F7233 | ---- Raw section
 File                | Raw                   | 00FCD130 | 00001E35 | 18FCC648 | --- 77D3DC50-D42B-4916-AC80-8F469035D150 | NVRAM external defaults
 NVAR entry          | Full                  | 00FCD148 | 00001DFD | 498B2651 | ---- 4599D26F-1A11-49B8-B91F-858745CFF824 | StdDefaults
